id,Speciality,Vacancy,Date,Date (Квартал),AvgSalary,salary_to,salary_from,salary_currency,employer_name,Year,area_name,Country
2442,Веб-разработчик,Backend Team Lead,14/05/21,2,"","","","",К-Скай,2021,Петрозаводск,Russian Federation
2443,Веб-разработчик,Backend Team Lead,21/06/21,2,"","","","",К-Скай,2021,Петрозаводск,Russian Federation
2444,Веб-разработчик,Backend программист,06/02/21,1,40000,"",40000,RUR,X-LAB,2021,Магнитогорск,Russian Federation
2445,Веб-разработчик,Backend программист (Python),10/02/21,1,"","","","",Электронная торговая площадка Газпромбанка,2021,Москва,Russian Federation
2446,Веб-разработчик,Backend Программист (Python),03/09/21,3,1850,2200,1500,USD,Life Vision,2021,США,Haiti
2447,Веб-разработчик,Backend программист junior,20/04/21,2,27500,40000,15000,RUR,Закиров Азат Александрович,2021,Ульяновск,Russian Federation
2448,Веб-разработчик,"Backend программист, Rust",10/08/21,3,200000,"",200000,RUR,Крибрум,2021,Москва,Russian Federation
2449,Веб-разработчик,Backend/DevOps Engineer,09/11/21,4,3500,4000,3000,USD,"Neatsy, Inc.",2021,Москва,Russian Federation
2450,Веб-разработчик,Backend-программист (Node.js),04/08/20,3,70000,"",70000,RUR,Квантрон,2020,Санкт-Петербург,Russian Federation
2451,Веб-разработчик,Backend-стажёр в юнит Advertising (Go),29/01/21,1,40000,40000,40000,RUR,Авито,2021,Москва,Russian Federation
2452,Веб-разработчик,Backend-стажёр в юнит Авито.Недвижимость (Go/PHP),01/02/21,1,40000,40000,40000,RUR,Авито,2021,Москва,Russian Federation
2453,Веб-разработчик,Backend-стажёр в юнит разработки Geo,15/01/21,1,40000,40000,40000,RUR,Авито,2021,Москва,Russian Federation
2454,Веб-разработчик,BigData DevOps Engineer,04/09/20,3,"","","","",Luxoft,2020,Санкт-Петербург,Russian Federation
2455,Веб-разработчик,Build / DevOps инженер,13/04/20,2,75000,85000,65000,RUR,Эмзиор,2020,Санкт-Петербург,Russian Federation
2456,Веб-разработчик,Build / DevOps инженер,03/07/20,3,50000,"",50000,RUR,Эмзиор,2020,Санкт-Петербург,Russian Federation
2457,Веб-разработчик,Build Engineer / DevOps,16/12/20,4,"","","","",GridGain Systems,2020,Санкт-Петербург,Russian Federation
2458,Веб-разработчик,CG программист (WebGL),23/06/20,2,"","","","",Группа компаний «Триумф»,2020,Москва,Russian Federation
2459,Веб-разработчик,CG программист (WebGL),06/07/20,3,80000,120000,40000,RUR,Группа компаний «Триумф»,2020,Москва,Russian Federation
2460,Веб-разработчик,Configuration Manager / DevOps Engineer,06/07/20,3,"","","","",Кофакс,2020,Санкт-Петербург,Russian Federation
2461,Веб-разработчик,Configuration Manager/DevOps Engineer,11/01/21,1,"","","","",ARRIVAL LTD,2021,Санкт-Петербург,Russian Federation
2462,Веб-разработчик,Configuration Manager/DevOps Engineer,03/12/20,4,"","","","",ARRIVAL LTD,2020,Санкт-Петербург,Russian Federation
2463,Веб-разработчик,Cистемный инженер Linux / DevOps инженер,25/11/21,4,4250,5000,3500,USD,Voronova I.N,2021,Киев,Ukraine
2464,Веб-разработчик,Data Engineer DevOps,23/11/21,4,7500,10000,5000,EUR,Гук С.В.,2021,Минск,Belarus
2465,Веб-разработчик,Data/Web Scraping Engineer (удаленно),30/07/21,3,6000,6000,"",USD,Кадровое агентство Алексея Сухорукова,2021,Новосибирск,Russian Federation
2466,Веб-разработчик,Deployment engineer / DevOps,21/07/20,3,"","","","",Wargaming,2020,Санкт-Петербург,Russian Federation
2467,Веб-разработчик,DevOps,03/06/21,2,300000,300000,"",RUR,KINDDA,2021,Нижний Новгород,Russian Federation
2468,Веб-разработчик,DevOps,16/03/21,1,180000,"",180000,RUR,Адва,2021,Москва,Russian Federation
2469,Веб-разработчик,DevOps,23/01/21,1,180000,"",180000,RUR,Адва,2021,Москва,Russian Federation
2470,Веб-разработчик,DevOps,10/12/20,4,5500,7000,4000,USD,HR Development,2020,Москва,Russian Federation
2471,Веб-разработчик,DevOps,08/02/21,1,"","","","",Кузница Кадров,2021,Москва,Russian Federation
2472,Веб-разработчик,DevOps,27/01/21,1,"","","","",MERLION,2021,Москва,Russian Federation
2473,Веб-разработчик,DevOps,19/04/21,2,200000,"",200000,RUR,Progressive Mind,2021,Москва,Russian Federation
2474,Веб-разработчик,DevOps,14/05/21,2,"","","","",Atomic Protocol Systems OU,2021,Санкт-Петербург,Russian Federation
2475,Веб-разработчик,DevOps,31/05/21,2,200000,"",200000,RUR,Progressive Mind,2021,Москва,Russian Federation
2476,Веб-разработчик,DevOps,19/11/21,4,3000,"",3000,EUR,Employcity,2021,Казань,Russian Federation
2477,Веб-разработчик,DevOps,20/05/21,2,"","","","",AWG,2021,Москва,Russian Federation
2478,Веб-разработчик,DevOps,06/09/21,3,300000,300000,"",RUR,Selecty,2021,Москва,Russian Federation
2479,Веб-разработчик,DevOps,08/09/21,3,"","","","",Innovative People,2021,Москва,Russian Federation
2480,Веб-разработчик,DevOps,19/11/21,4,3000,"",3000,EUR,Employcity,2021,Нижний Новгород,Russian Federation
2481,Веб-разработчик,Devops,17/03/20,1,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
2482,Веб-разработчик,Devops,27/03/20,1,"","","","",Сбербанк - Технологии,2020,Санкт-Петербург,Russian Federation
2483,Веб-разработчик,Devops,08/04/20,2,"","","","",Mediascope,2020,Москва,Russian Federation
2484,Веб-разработчик,DevOps,08/04/20,2,"","","","",Сбербанк - Технологии,2020,Санкт-Петербург,Russian Federation
2485,Веб-разработчик,DevOps,05/06/20,2,165000,180000,150000,RUR,Группа Компаний MVS,2020,Санкт-Петербург,Russian Federation
2486,Веб-разработчик,DevOps,11/06/20,2,"","","","",Ростелеком Информационные Технологии,2020,Москва,Russian Federation
2487,Веб-разработчик,DevOps,07/07/20,3,"","","","","EPAM Systems, Inc.",2020,Москва,Russian Federation
2488,Веб-разработчик,DeVops,16/07/20,3,"","","","","РОСБАНК, Societe Generale Group (Russia)",2020,Москва,Russian Federation
2489,Веб-разработчик,DevOps,28/06/21,2,"","","","",WILDBERRIES,2021,Санкт-Петербург,Russian Federation
2490,Веб-разработчик,DevOps,28/06/21,2,"","","","",WILDBERRIES,2021,Нижний Новгород,Russian Federation
2491,Веб-разработчик,DevOps,28/06/21,2,"","","","",WILDBERRIES,2021,Екатеринбург,Russian Federation
2492,Веб-разработчик,DevOps,28/06/21,2,"","","","",WILDBERRIES,2021,Москва,Russian Federation
2493,Веб-разработчик,DevOps,17/07/20,3,"","","","",Ростелеком,2020,Москва,Russian Federation
2494,Веб-разработчик,DevOps - specialist,11/10/21,4,340000,340000,"",RUR,Wanted,2021,Москва,Russian Federation
2495,Веб-разработчик,DevOps - инженер АС (СберПортал),16/07/20,3,"","","","",Сбербанк - Технологии,2020,Москва,Russian Federation
2496,Веб-разработчик,DevOps - инженер АС (СберПортал),10/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
